File,Sensor,tDays,Rec#,Temp,   X,   Y,   Z, Cnt, Max,Bins: (Low) to (High) 
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2605671296,0002,02C3,040F,FFEC,FED3,4871,0009,04DB,06AA,02D8,130D,1A13,0A1A,027E,004E,000E,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.262650463,0003,02C6,040F,FFE9,FECF,486E,0009,04E0,0670,02EA,129D,1A54,0A24,02D4,0043,0008,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2647337963,0004,02C3,040F,FFEE,FECF,4871,0009,04D9,0657,02C3,128D,1A42,0A80,02D4,0052,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2668171296,0005,02C2,040F,FFEC,FED1,4876,0009,048C,0674,02F0,12E8,19F3,0A82,02CA,0056,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.268900463,0006,02C3,0411,FFEB,FED3,4874,0009,04C1,062D,0305,12D9,19F8,0AB5,02A7,0047,000D,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2709837963,0007,02C3,0411,FFEE,FECF,4874,0009,04A2,0674,02BC,12EE,1A0D,0A84,02D2,0048,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2730671296,0008,02C3,040F,FFEC,FED0,4869,0009,04BC,063A,02AF,1248,1A5E,0ACF,02EB,0054,0010,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.275150463,0009,02C3,0411,FFEC,FED0,4874,0009,049A,05FD,02CD,1306,1A77,0A81,02B8,0053,0007,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2772337963,000A,02C2,0410,FFEC,FECC,4868,0009,04A2,0639,02B9,134A,19C0,0ACD,02AC,0047,000A,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2793171296,000B,02C3,0410,FFEB,FECF,4871,0009,0492,0618,02C5,12F9,1A4A,0ABD,02AF,0047,000C,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.281400463,000C,02C3,0411,FFEC,FECF,486F,0009,0491,0630,0308,12AE,1A59,0A90,02BE,004A,0007,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2834837963,000D,02C3,0410,FFEC,FECF,4872,0009,04BC,05F9,02B7,12B8,1A6E,0AC5,02CA,0047,000A,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2855671296,000E,02C4,0410,FFEE,FECF,486F,0009,04E3,063D,02AD,12AF,1AC0,0A3C,02AC,0044,0007,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.287650463,000F,02C2,0411,FFEC,FED0,4874,0009,04A9,067D,02BD,12ED,1A32,0A6B,02B4,004D,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2897337963,0010,02C0,040C,FFEC,FED0,4869,0009,0494,0613,02F4,12DF,1A3F,0A81,02D4,0052,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2918171296,0011,02C3,040F,FFEF,FECF,486C,0009,047F,0613,0300,12DC,1A55,0AB9,02AD,003B,0008,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.293900463,0012,02C3,0413,FFEC,FECC,4872,0009,049C,0627,02D8,1309,1A14,0AC3,02A5,0044,000E,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2959837963,0013,02C3,0411,FFEC,FECF,486C,0009,04D2,061D,02CD,12B5,1A41,0ACF,029D,0048,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.2980671296,0014,02C2,0410,FFEC,FECF,4871,0009,04BA,061A,0303,12F2,1A4A,0A61,02AA,004A,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.300150463,0015,02C4,040F,FFEC,FECE,486B,0009,04E6,0640,02DC,12D2,19BE,0AC6,02BC,004E,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3022337963,0016,02C4,0411,FFEE,FED1,4870,0009,04AF,05F5,02EF,1308,1A03,0AD9,02AB,0045,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3043171296,0017,02C3,040F,FFEC,FECF,486F,0009,04AF,05F5,02BD,12D5,1A07,0B14,02CA,004E,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.306400463,0018,02C2,040F,FFE9,FED1,4875,0009,0496,0640,02CA,1212,1B09,0AB1,02BD,0041,000B,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3084837963,0019,02C3,040F,FFEC,FECE,486E,0009,04C7,05FB,02AA,12B8,1A5F,0AEF,02A2,004B,000F,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3105671296,001A,02C3,0410,FFEC,FECE,4870,0009,0488,0642,02DE,12A1,1AC4,0A79,02A3,003F,0008,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.312650463,001B,02C2,040C,FFEC,FECF,4868,0009,048D,05F2,02EA,12EB,1A69,0A98,02C3,0046,000A,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3147337963,001C,02C3,040F,FFEC,FED1,4871,0009,0487,0636,02E6,131A,1A45,0A96,028E,0043,0008,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3168171296,001D,02C3,0413,FFE9,FECF,486D,0009,04A4,0603,02F2,130F,1A47,0AB6,027E,0040,000A,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.318900463,001E,02C2,040F,FFEC,FECE,486F,000A,04C7,0646,02F8,1297,1A2B,0A88,02D7,003B,000D,0001
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3209837963,001F,02C2,040F,FFEE,FECF,4874,0009,04A0,067A,02E0,1309,19E9,0A80,02B3,0048,000D,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3230671296,0020,02C2,0410,FFEC,FECF,4873,000A,04A3,0613,02C3,1363,19F4,0A79,02C8,0056,000B,0001
2016-07-26_AA0015_r-056-03.txt,AA0015,55.325150463,0021,02C2,0413,FFE9,FEC8,4871,000A,04A2,05EC,02FA,12AB,1A5A,0ACD,02CB,0042,0009,0001
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3272337963,0022,02C2,0411,FFF0,FEC9,4868,0009,049F,05E4,02DD,1327,1A8A,0A6B,02AC,003A,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3293171296,0023,02C3,040F,FFE9,FECF,486B,0009,04DE,0683,02D6,129D,19F8,0A84,02C1,0050,000A,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.331400463,0024,02C2,0413,FFEC,FECF,486E,0009,0498,0615,02F8,1320,1A0F,0A79,02D0,004B,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3334837963,0025,02C2,040F,FFE9,FECC,4867,000A,04DA,063E,02AA,1278,1A73,0ABA,02B8,003F,0008,0001
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3355671296,0026,02C2,040F,FFEC,FECF,4869,0009,0493,0668,02A1,12BD,1A13,0AE2,02C0,004D,000E,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.337650463,0027,02C3,0413,FFEE,FECC,486D,0009,046C,0618,02FB,12DE,1A56,0AC6,02A7,0044,0009,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3397337963,0028,02C2,040F,FFE9,FECF,486A,0009,04A4,063A,02A9,131F,1AA9,0A09,02C0,004A,0008,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3418171296,0029,02C3,0413,FFEE,FECC,486E,0009,04AE,061A,0309,126D,1A56,0AD3,02B9,0047,0007,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.343900463,002A,02C2,040F,FFEC,FECF,4871,0009,048A,066C,031D,125F,1A49,0ACF,02A8,0034,000B,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3459837963,002B,02C2,0410,FFEC,FECF,4865,0009,04C5,0678,0311,12D7,1A28,0A17,02BD,003D,0007,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.3480671296,002C,02C2,0411,FFEC,FED0,4868,0009,0496,0621,0307,12BB,1A4D,0ABE,029B,0043,0006,0000
2016-07-26_AA0015_r-056-03.txt,AA0015,55.350150463,002D,02C4,040F,FFEF,FECF,486F,000A,0470,063B,02E3,12EA,1A5B,0A9B,02B4,003F,000D,0001
