File,Sensor,tDays,Rec#,Temp,   X,   Y,   Z, Cnt, Max,Bins: (Low) to (High) 
2017-06-26_AA0014_r-041-01.txt,AA0014,39.853912037,0002,02D9,FE21,03EF,02A3,4695,0009,0262,06AD,08CA,0C80,12A4,126B,02DA,0048,000B,0000
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8559953704,0003,02DB,FE23,03F0,02A6,4689,000A,0252,06BD,0863,0CAF,1289,1260,0327,0044,0010,0004
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8580787037,0004,02D8,FE23,03EC,02A9,4687,000A,024C,06AA,088F,0CEA,127E,124A,0301,0044,000A,0001
2017-06-26_AA0014_r-041-01.txt,AA0014,39.860162037,0005,02D9,FE27,03EC,02A6,4696,000A,021E,069C,08BE,0CC2,127B,124B,0336,004A,0012,0004
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8622453704,0006,02D9,FE1F,03EF,02A8,4689,000A,0238,0661,0910,0CBB,128F,125C,02E3,0049,000C,0002
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8643287037,0007,02D8,FE23,03EC,02A6,4690,000A,0267,068B,089E,0C8E,12A4,126A,030D,0046,000E,0003
2017-06-26_AA0014_r-041-01.txt,AA0014,39.866412037,0008,02D8,FE20,03F0,02A7,4688,000A,0216,0648,08AF,0C9F,12CA,12BD,02FB,0047,000D,0006
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8684953704,0009,02D9,FE21,03EC,02A9,4698,000A,0235,0684,0868,0CBF,1285,128B,0348,004B,0012,0003
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8705787037,000A,02D8,FE21,03EC,02A6,4688,0009,0227,069E,087E,0C70,12EB,1296,0313,003A,0007,0000
2017-06-26_AA0014_r-041-01.txt,AA0014,39.872662037,000B,02D8,FE1F,03EF,02AC,4681,000A,0217,0668,088B,0C85,12CF,12B9,02FD,0056,0012,0005
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8747453704,000C,02D8,FE21,03F0,02A7,4690,0009,021D,067D,0884,0CAC,12A7,128A,0335,004A,0016,0000
2017-06-26_AA0014_r-041-01.txt,AA0014,39.8768287037,000D,02D8,FE23,03EB,02A8,4689,000A,01FD,0670,082A,0CAC,1303,12B4,032D,0048,0016,0004
