File,Sensor,tDays,Rec#,Temp,   X,   Y,   Z, Cnt, Max,Bins: (Low) to (High) 
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6251967593,0002,02B9,FED8,04A4,00F0,14DD,0009,0119,02A2,029A,057D,0496,0399,00B3,0023,0006,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6258912037,0003,02BE,FED8,04A7,00EC,14DF,000A,011E,0286,025A,059D,04C0,039F,00B3,002D,0004,0001
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6265856481,0004,02BB,FED8,04A4,00F0,14E0,0009,013A,029B,0272,05A0,04B8,0373,009B,002C,0007,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6272800926,0005,02B9,FEE3,049F,00EC,14E0,0009,0150,02A7,0281,0589,04AC,037D,0087,002A,0005,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.627974537,0006,02B9,FEDC,04A4,00EC,14D9,0009,012F,0294,0293,05E0,0478,0360,00A1,0027,0003,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6286689815,0007,02B8,FEDC,04A4,00EF,14E0,0009,012D,02A6,0267,05DA,04A0,0366,00A1,0024,0001,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6293634259,0008,02B9,FED9,04A3,00EE,14E0,0009,0134,0298,0274,057D,04D1,0397,009C,0018,0007,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6300578704,0009,02B9,FED8,04A7,00E7,14DD,0009,013D,02AA,026F,05CD,04C8,032A,00A0,0021,0007,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6307523148,000A,02B9,FED8,04A6,00F0,14E1,0009,0124,02B1,026E,05A3,04AA,0391,0097,0025,0004,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6314467593,000B,02B9,FED8,04A4,00F0,14DF,0009,0130,0292,026D,05A3,04B3,037F,00AE,0027,0006,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6321412037,000C,02B6,FEDC,049F,00EF,14DC,0009,0134,02B2,0299,0598,04A7,035F,0091,002C,0002,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6328356481,000D,02B9,FEDB,049F,00EC,14DE,0009,0136,02AF,0270,0581,04CA,0380,0098,001F,0007,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6335300926,000E,02BB,FED8,04A3,00EC,14E1,0009,011D,02BC,026D,0588,0491,0388,00BA,0038,0008,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.634224537,000F,02B9,FED8,04A7,00EC,14E0,0009,0128,0290,025C,05B5,0492,03B2,00B0,0021,0002,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6349189815,0010,02B9,FED9,04A4,00EE,14DD,000A,0141,0285,0246,05B7,04A3,03CB,0086,0024,0001,0001
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6356134259,0011,02BB,FED9,04A4,00EE,14DD,000A,0116,02B5,0293,05CC,0477,0383,008D,0027,0004,0001
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6363078704,0012,02B9,FEDB,04A6,00EF,14E0,0009,012C,02AA,0258,0582,04AE,03AE,009D,0032,0005,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6370023148,0013,02B9,FEDE,04A1,00E8,14DE,000A,0135,02B9,0269,05A5,0497,0391,008F,0025,0005,0001
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6376967593,0014,02B9,FED8,04A4,00EC,14DD,0009,0116,02C4,027F,05AD,04A5,0376,00A1,0019,0002,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6383912037,0015,02B9,FED8,04A1,00F1,14DF,0009,0120,0296,0261,05A4,04B1,03B0,009D,0022,0004,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6390856481,0016,02B8,FEDE,04A1,00EE,14DD,0009,011A,02CB,02C2,0577,04A6,0369,0091,001E,0001,0000
2016-07-25_AA0009_r-053-05.txt,AA0009,52.6397800926,0017,02B9,FEDF,04A3,00EF,14DE,000A,0124,0296,0287,059B,04B4,038A,0096,0027,0006,0001
2016-07-25_AA0009_r-053-05.txt,AA0009,52.640474537,0018,02B9,FED8,04A6,00F0,14DD,000A,011C,029A,0282,05B0,04C9,0370,009F,0019,0003,0001
