File,Sensor,tDays,Rec#,Temp,   X,   Y,   Z, Cnt, Max,Bins: (Low) to (High) 
2016-09-10_AA0018_r-003-01.txt,AA0018,1.80873842593,0002,02AD,018B,03E6,00C0,8260,000A,0866,0BBA,0611,13DE,2A20,1D2D,0BEF,00F1,0023,0001
2016-09-10_AA0018_r-003-01.txt,AA0018,1.81290509259,0003,02AD,018C,03E1,00CE,8269,0009,082E,0C20,064E,139D,2A3A,1D05,0BBF,0110,0022,0000
2016-09-10_AA0018_r-003-01.txt,AA0018,1.81707175926,0004,02AF,0188,03E4,00C3,826D,0009,083F,0BA5,0628,133D,29E0,1DC5,0C48,010B,002C,0000
2016-09-10_AA0018_r-003-01.txt,AA0018,1.82123842593,0005,02AF,018C,03E0,00C7,8265,000A,07DC,0BDA,0614,1310,29A1,1E07,0CC0,00FE,0023,0002
2016-09-10_AA0018_r-003-01.txt,AA0018,1.82540509259,0006,02AF,0189,03E7,00C0,8270,0009,0815,0BA0,0644,131D,2A6E,1D82,0C4E,00F3,0029,0000
2016-09-10_AA0018_r-003-01.txt,AA0018,1.82957175926,0007,02AF,0189,03E0,00C3,8268,000A,07E7,0BE3,0654,1303,2A47,1DB2,0C16,011C,001A,0002
2016-09-10_AA0018_r-003-01.txt,AA0018,1.83373842593,0008,02AF,018E,03E6,00C7,8272,000A,07E0,0B3C,0636,131A,2A44,1DE1,0C98,0122,0024,0003
2016-09-10_AA0018_r-003-01.txt,AA0018,1.83790509259,0009,02AF,018C,03E3,00C7,826F,000A,07EE,0B9C,0612,1375,29F4,1DBB,0C8C,0102,001F,0002
2016-09-10_AA0018_r-003-01.txt,AA0018,1.84207175926,000A,02B1,018C,03E0,00C3,8264,000A,07AF,0BEF,063B,134D,29C8,1E0D,0C33,010D,0027,0002
2016-09-10_AA0018_r-003-01.txt,AA0018,1.84623842593,000B,02B1,0187,03E0,00C1,826D,000A,07BE,0BFD,05EF,137A,2A17,1DDA,0C04,0130,0023,0001
2016-09-10_AA0018_r-003-01.txt,AA0018,1.85040509259,000C,02B1,018F,03E4,00C0,826F,000A,0823,0B84,05ED,130D,2A9C,1D70,0C96,0102,0028,0002
2016-09-10_AA0018_r-003-01.txt,AA0018,1.85457175926,000D,02B1,0187,03E3,00C3,8273,000A,0813,0BB2,062B,136C,2A3C,1D68,0C30,0126,001C,0001
