tDays,Actual day,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29
40.51145833,41.51145833,42739,5707,7.488873313,614,64856,931,263,281,581,475,1522,1858,804,157,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51215278,41.51215278,42420,5701,7.44079986,614,64860,927,268,281,580,448,1542,1875,782,165,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51284722,41.51284722,42525,5702,7.457909505,614,64856,927,267,287,569,442,1494,1903,824,159,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51354167,41.51354167,42253,5704,7.407608696,614,64856,927,263,284,567,449,1553,1854,812,159,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51423611,41.51423611,42805,5706,7.501752541,614,64856,927,268,296,609,458,1550,1783,817,152,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51493056,41.51493056,42469,5703,7.446782395,614,64856,924,271,315,615,475,1516,1787,802,165,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.515625,41.515625,43243,5707,7.577185912,614,64856,929,268,321,651,428,1520,1729,848,176,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51631944,41.51631944,41195,5709,7.215799615,614,64856,928,268,306,621,471,1568,1796,763,156,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51701389,41.51701389,43709,5703,7.664211818,612,64855,926,264,282,587,419,1485,1893,839,163,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51770833,41.51770833,43487,5703,7.625284938,614,64860,927,271,316,553,421,1497,1865,842,185,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51840278,41.51840278,44341,5706,7.770942867,614,64860,931,260,269,529,468,1499,1846,874,192,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51909722,41.51909722,42242,5702,7.408277797,614,64860,927,268,319,620,419,1488,1860,813,155,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.51979167,41.51979167,43427,5704,7.613429173,614,64862,927,264,291,619,412,1480,1868,846,153,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52048611,41.52048611,43159,5701,7.570426241,612,64856,926,268,285,599,432,1470,1877,836,172,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52118056,41.52118056,42913,5703,7.524636156,614,64854,931,259,290,617,456,1506,1800,832,179,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.521875,41.521875,41518,5702,7.281304805,614,64860,924,271,322,610,450,1596,1781,767,140,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52256944,41.52256944,43390,5703,7.608276346,609,64860,927,270,277,602,444,1459,1902,827,162,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52326389,41.52326389,43579,5704,7.640077139,614,64856,927,265,301,551,422,1518,1862,846,178,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52395833,41.52395833,42694,5707,7.48098826,614,64856,927,268,292,620,469,1530,1785,820,158,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52465278,41.52465278,41480,5708,7.266993693,614,64856,931,259,299,614,451,1591,1770,805,153,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52534722,41.52534722,42509,5705,7.451183173,614,64855,927,268,294,627,429,1528,1808,824,171,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52604167,41.52604167,42577,5704,7.46441094,614,64860,927,268,326,567,439,1541,1847,782,170,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52673611,41.52673611,42262,5705,7.407887818,614,64857,926,271,289,588,431,1527,1842,846,165,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52743056,41.52743056,42036,5707,7.365691256,614,64860,923,272,306,650,455,1463,1832,818,161,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.528125,41.528125,42822,5705,7.506047327,614,64856,926,270,321,592,431,1500,1825,816,199,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52881944,41.52881944,42671,5705,7.479579316,614,64860,924,264,286,615,424,1556,1819,795,179,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.52951389,41.52951389,42409,5704,7.434957924,614,64859,927,270,277,607,467,1495,1823,861,148,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53020833,41.53020833,40675,5704,7.130960729,614,64856,927,268,293,673,509,1504,1765,786,152,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53090278,41.53090278,42711,5704,7.487903226,614,64855,927,271,317,677,389,1488,1823,801,179,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53159722,41.53159722,41777,5706,7.321591307,614,64857,927,270,305,641,442,1515,1796,833,151,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53229167,41.53229167,42080,5703,7.378572681,612,64856,927,267,318,662,445,1520,1762,814,155,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53298611,41.53298611,42262,5705,7.407887818,614,64854,929,268,278,588,479,1535,1806,836,161,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53368056,41.53368056,42029,5706,7.365755345,614,64859,927,268,288,593,398,1588,1896,777,137,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.534375,41.534375,43652,5704,7.652875175,614,64856,924,264,288,590,445,1509,1801,878,160,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53506944,41.53506944,42939,5704,7.527875175,614,64862,928,263,291,607,448,1547,1822,766,191,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53576389,41.53576389,43727,5709,7.659309862,614,64862,926,268,270,593,469,1515,1863,785,173,35,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53645833,41.53645833,42222,5704,7.402173913,612,64854,927,271,329,674,390,1486,1801,832,166,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53715278,41.53715278,40825,5705,7.156003506,614,64860,926,267,332,647,401,1540,1862,751,149,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53784722,41.53784722,42093,5701,7.383441501,616,64856,929,264,300,623,401,1515,1910,776,144,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53854167,41.53854167,43302,5703,7.592845871,612,64860,926,268,290,640,397,1533,1839,792,177,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53923611,41.53923611,40989,5702,7.18853034,614,64856,927,270,327,627,461,1552,1782,778,152,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.53993056,41.53993056,42355,5706,7.422888188,616,64856,929,264,306,633,449,1508,1805,824,150,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.540625,41.540625,41834,5704,7.334151473,614,64857,926,271,308,616,437,1562,1806,784,166,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54131944,41.54131944,42152,5706,7.387311602,614,64860,924,268,300,614,417,1596,1752,837,166,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54201389,41.54201389,42647,5703,7.477994038,614,64857,927,271,292,621,433,1492,1851,832,151,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54270833,41.54270833,42453,5697,7.451816746,614,64855,927,268,291,587,449,1520,1863,789,170,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54340278,41.54340278,43339,5701,7.601999649,614,64852,931,268,307,613,401,1475,1877,823,175,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54409722,41.54409722,41858,5702,7.340933006,614,64856,931,268,339,552,445,1550,1843,805,134,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54479167,41.54479167,42581,5704,7.465112202,614,64857,927,270,284,625,388,1539,1864,819,159,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54548611,41.54548611,40840,5706,7.157378198,614,64857,926,272,302,608,450,1579,1831,772,144,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54618056,41.54618056,43070,5698,7.558792559,614,64856,928,268,311,602,406,1518,1834,847,150,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.546875,41.546875,41477,5703,7.272838857,614,64857,924,274,339,637,456,1488,1835,756,165,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54756944,41.54756944,40763,5703,7.147641592,616,64855,931,268,310,669,443,1588,1759,754,150,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54826389,41.54826389,40748,5702,7.146264469,614,64857,927,270,297,650,463,1563,1803,766,135,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54895833,41.54895833,40252,5701,7.060515699,614,64859,929,271,313,674,395,1617,1724,836,127,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.54965278,41.54965278,42201,5701,7.402385546,614,64856,926,270,311,597,432,1471,1907,807,151,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55034722,41.55034722,41765,5695,7.333625988,614,64856,926,263,296,661,458,1501,1779,827,142,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55104167,41.55104167,42299,5703,7.416973523,614,64856,927,270,332,629,451,1488,1818,781,171,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55173611,41.55173611,42325,5698,7.428044928,614,64856,927,268,313,661,434,1461,1827,813,155,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55243056,41.55243056,41699,5701,7.314330819,614,64856,924,270,320,665,423,1527,1800,774,164,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.553125,41.553125,41582,5702,7.292528937,614,64855,927,273,321,590,456,1596,1772,776,168,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55381944,41.55381944,41751,5702,7.32216766,614,64848,927,278,324,629,437,1478,1844,796,178,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55451389,41.55451389,42131,5702,7.388810944,614,64856,926,267,322,651,424,1426,1888,811,156,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55520833,41.55520833,42531,5702,7.458961768,612,64860,924,271,289,635,454,1451,1868,827,143,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55590278,41.55590278,40764,5701,7.150324504,614,64857,931,267,303,700,458,1549,1747,758,162,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55659722,41.55659722,42237,5704,7.404803647,612,64856,932,268,290,611,427,1523,1907,754,162,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55729167,41.55729167,42215,5701,7.404841256,614,64856,927,270,286,609,427,1522,1915,769,138,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55798611,41.55798611,42640,5701,7.479389581,614,64856,924,273,289,618,419,1496,1900,790,156,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.55868056,41.55868056,43004,5703,7.540592671,612,64857,927,271,275,624,462,1470,1899,764,181,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.559375,41.559375,43310,5705,7.591586328,612,64856,927,264,290,600,421,1543,1806,848,162,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56006944,41.56006944,42882,5700,7.523157895,609,64856,926,272,276,646,462,1468,1820,825,174,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56076389,41.56076389,40889,5704,7.168478261,612,64860,927,264,319,629,446,1526,1838,788,136,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56145833,41.56145833,42695,5696,7.495610955,612,64855,929,262,304,585,471,1508,1820,816,161,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56215278,41.56215278,40722,5700,7.144210526,614,64863,924,271,319,642,454,1539,1813,759,151,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56284722,41.56284722,42180,5706,7.392218717,614,64857,927,268,303,628,456,1514,1821,791,166,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56354167,41.56354167,42550,5700,7.464912281,614,64856,927,270,327,628,459,1467,1816,784,192,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56423611,41.56423611,42580,5707,7.461012791,612,64856,927,268,318,628,446,1523,1783,816,159,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56493056,41.56493056,42100,5700,7.385964912,609,64856,927,271,298,628,436,1506,1840,805,160,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.565625,41.565625,43548,5704,7.634642356,614,64859,927,266,296,576,418,1464,1909,837,180,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56631944,41.56631944,43233,5702,7.582076464,614,64852,932,271,322,671,413,1462,1788,827,189,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56701389,41.56701389,41694,5703,7.310889006,614,64859,926,271,348,584,441,1551,1805,796,148,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56770833,41.56770833,42249,5703,7.408206207,612,64859,927,264,336,647,415,1503,1777,828,176,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56840278,41.56840278,41806,5701,7.333099456,614,64856,926,271,310,662,418,1527,1823,790,142,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56909722,41.56909722,42402,5703,7.435034193,614,64857,927,271,307,566,488,1471,1854,827,168,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.56979167,41.56979167,41348,5704,7.248948107,612,64857,924,273,317,680,418,1452,1883,779,153,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57048611,41.57048611,42120,5705,7.382997371,614,64856,927,264,311,630,455,1443,1899,790,144,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57118056,41.57118056,42300,5700,7.421052632,614,64856,927,271,302,610,427,1545,1826,801,158,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.571875,41.571875,41918,5702,7.35145563,612,64855,927,271,326,622,412,1518,1814,835,152,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57256944,41.57256944,42107,5703,7.383307031,612,64856,929,265,340,607,464,1521,1791,774,181,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57326389,41.57326389,41103,5704,7.205995792,614,64856,927,273,332,627,460,1559,1789,748,164,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57395833,41.57395833,43581,5706,7.637749737,614,64851,926,271,316,569,412,1517,1857,827,177,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.57465278,41.57465278,42272,5705,7.409640666,618,64855,931,270,324,644,436,1537,1792,777,161,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
