tDays,adjusted days,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29
221.1638889,57.16388889,76866,6113,12.57418616,423,64659,65468,64905,161,300,217,819,1775,2154,636,44,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1645833,57.16458333,77807,6119,12.71563981,423,64659,65465,64904,139,309,221,794,1841,2101,660,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1652778,57.16527778,76366,6114,12.49035002,423,64659,65465,64910,140,298,208,845,1886,2026,668,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1659722,57.16597222,79576,6112,13.01963351,423,64660,65465,64906,153,288,208,776,1863,2070,685,49,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1666667,57.16666667,77587,6110,12.69836334,423,64662,65470,64907,149,321,209,796,1788,2116,681,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1673611,57.16736111,75998,6114,12.43016029,423,64659,65465,64911,165,306,200,837,1853,2054,648,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1680556,57.16805556,75937,6115,12.41815209,423,64662,65468,64904,162,323,199,842,1825,2058,660,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.16875,57.16875,77027,6116,12.59434271,422,64660,65471,64903,139,277,203,828,1877,2100,629,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1694444,57.16944444,78655,6119,12.85422455,423,64663,65465,64908,160,295,188,790,1879,2073,664,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1701389,57.17013889,78819,6115,12.88945217,423,64663,65464,64907,145,289,211,817,1841,2071,675,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1708333,57.17083333,75863,6120,12.39591503,423,64662,65465,64905,145,325,235,785,1859,2092,637,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1715278,57.17152778,78075,6123,12.7511024,422,64659,65464,64907,159,291,226,789,1862,2047,697,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1722222,57.17222222,78090,6126,12.74730656,423,64659,65465,64910,147,312,195,819,1856,2054,691,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1729167,57.17291667,76092,6127,12.41912845,423,64665,65463,64905,174,326,219,756,1900,2093,612,33,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1736111,57.17361111,75726,6121,12.37150792,421,64659,65470,64908,155,310,224,790,1894,2079,625,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1743056,57.17430556,75958,6122,12.40738321,423,64662,65464,64911,164,316,197,790,1891,2086,637,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.175,57.175,78092,6126,12.74763304,425,64664,65464,64903,144,304,214,812,1824,2086,693,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1756944,57.17569444,75201,6125,12.27771429,422,64664,65468,64910,167,313,206,861,1861,2043,635,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1763889,57.17638889,77770,6123,12.70129022,423,64659,65465,64908,153,294,194,778,1897,2085,663,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1770833,57.17708333,77857,6119,12.72381108,423,64662,65465,64910,146,293,200,781,1863,2120,664,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1777778,57.17777778,78361,6119,12.80617748,422,64659,65464,64905,127,285,202,802,1838,2101,719,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1784722,57.17847222,78189,6122,12.7718066,423,64659,65467,64905,162,281,186,784,1878,2091,684,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1791667,57.17916667,77727,6122,12.69634107,423,64659,65467,64904,150,299,224,781,1844,2094,690,29,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1798611,57.17986111,79180,6117,12.94425372,423,64659,65464,64908,154,260,184,794,1854,2110,707,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1805556,57.18055556,77797,6123,12.70569982,422,64660,65465,64906,153,303,175,760,1893,2137,646,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.18125,57.18125,77467,6124,12.64973873,421,64663,65468,64908,166,297,185,782,1905,2090,643,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1819444,57.18194444,78983,6118,12.90993789,423,64664,65468,64908,152,303,190,811,1810,2112,675,51,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1826389,57.18263889,77591,6120,12.67826797,423,64659,65465,64908,151,297,207,814,1853,2105,633,46,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1833333,57.18333333,78986,6109,12.92944835,421,64662,65468,64907,167,276,199,780,1811,2124,693,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1840278,57.18402778,78612,6117,12.85139774,421,64662,65465,64907,136,282,215,815,1846,2082,678,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1847222,57.18472222,77166,6113,12.6232619,422,64661,65467,64910,157,300,173,824,1859,2051,708,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1854167,57.18541667,78319,6115,12.80768602,422,64659,65467,64908,142,303,204,786,1796,2174,655,46,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1861111,57.18611111,76990,6116,12.588293,422,64662,65468,64908,155,290,188,851,1877,2049,653,44,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1868056,57.18680556,76863,6115,12.56958299,421,64660,65471,64906,169,293,193,778,1922,2042,676,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1875,57.1875,77483,6107,12.68757164,421,64659,65468,64903,147,295,218,818,1801,2094,691,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1881944,57.18819444,76749,6117,12.54683668,421,64660,65465,64908,130,303,193,817,1877,2107,644,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1888889,57.18888889,75836,6125,12.38138776,421,64660,65464,64907,166,294,223,830,1902,2013,653,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1895833,57.18958333,77582,6113,12.69131359,423,64664,65468,64907,149,278,202,783,1879,2081,699,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1902778,57.19027778,76507,6116,12.50931982,421,64657,65464,64904,141,303,232,805,1815,2115,665,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1909722,57.19097222,77951,6113,12.75167675,422,64663,65465,64908,144,279,194,777,1878,2125,664,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1916667,57.19166667,78814,6122,12.87389742,422,64662,65465,64908,158,312,197,739,1830,2148,681,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1923611,57.19236111,77079,6120,12.59460784,422,64659,65465,64903,150,311,194,743,1922,2101,653,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1930556,57.19305556,77158,6123,12.60133921,421,64660,65468,64908,164,264,207,778,1913,2115,629,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.19375,57.19375,75735,6116,12.38309353,421,64663,65468,64904,173,315,214,764,1888,2056,676,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1944444,57.19444444,77423,6117,12.65702142,422,64660,65464,64915,124,289,195,798,1922,2078,655,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1951389,57.19513889,77399,6118,12.65102975,421,64664,65464,64908,158,293,201,796,1866,2104,643,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1958333,57.19583333,76518,6127,12.48865677,422,64662,65464,64903,158,308,179,837,1919,2036,638,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1965278,57.19652778,76698,6125,12.52212245,422,64663,65465,64908,162,290,200,804,1913,2069,630,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1972222,57.19722222,77450,6119,12.65729694,421,64664,65465,64915,141,296,191,821,1854,2092,673,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1979167,57.19791667,77472,6120,12.65882353,422,64664,65464,64908,146,290,217,761,1877,2104,682,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1986111,57.19861111,77086,6121,12.59369384,422,64662,65465,64907,151,276,209,812,1883,2086,654,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.1993056,57.19930556,78613,6118,12.84946061,422,64660,65465,64908,158,311,215,730,1815,2129,718,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2,57.2,76647,6119,12.52606635,421,64660,65465,64905,168,293,231,783,1839,2116,634,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2006944,57.20069444,75245,6121,12.29292599,421,64664,65465,64908,164,307,229,806,1829,2127,620,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2013889,57.20138889,77547,6120,12.67107843,421,64662,65464,64908,144,309,215,800,1795,2141,671,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2020833,57.20208333,76821,6121,12.55040026,421,64659,65468,64908,168,295,199,802,1845,2109,649,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2027778,57.20277778,78348,6122,12.7977785,421,64661,65468,64904,158,302,215,824,1796,2067,712,34,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2034722,57.20347222,78527,6122,12.82701731,422,64665,65465,64903,144,287,178,769,1879,2126,689,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2041667,57.20416667,78564,6123,12.83096521,421,64662,65464,64908,153,274,191,801,1910,2040,697,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2048611,57.20486111,75967,6119,12.41493708,421,64663,65465,64905,155,303,200,780,1942,2066,632,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2055556,57.20555556,77009,6124,12.57495101,421,64657,65464,64911,149,299,211,810,1861,2105,643,35,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.20625,57.20625,78967,6116,12.91154349,421,64663,65465,64907,132,305,189,781,1863,2118,656,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2069444,57.20694444,78039,6116,12.75981033,421,64661,65464,64905,148,285,213,774,1821,2185,634,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2076389,57.20763889,77166,6114,12.62119725,421,64660,65464,64908,126,342,218,783,1821,2098,683,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2083333,57.20833333,76750,6108,12.56548788,420,64660,65464,64905,161,294,226,829,1776,2109,669,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2090278,57.20902778,78046,6104,12.78604194,421,64656,65475,64908,145,302,204,792,1831,2094,683,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2097222,57.20972222,77360,6108,12.66535691,421,64663,65464,64910,158,284,206,822,1844,2070,673,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2104167,57.21041667,78056,6103,12.78977552,421,64663,65464,64903,143,280,198,789,1832,2139,670,47,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2111111,57.21111111,78434,6109,12.83908987,421,64662,65465,64904,145,294,196,791,1805,2173,649,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2118056,57.21180556,77866,6120,12.72320261,421,64659,65464,64910,154,264,203,791,1872,2153,631,39,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2125,57.2125,76009,6123,12.4136861,421,64659,65465,64908,162,311,221,776,1857,2095,663,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2131944,57.21319444,76987,6117,12.58574465,421,64659,65468,64908,131,303,226,752,1839,2165,660,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2138889,57.21388889,77510,6116,12.67331589,420,64659,65465,64905,141,274,206,818,1856,2073,704,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2145833,57.21458333,77785,6119,12.71204445,421,64663,65464,64908,149,313,232,798,1773,2101,713,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2152778,57.21527778,79590,6119,13.00702729,421,64659,65468,64908,128,286,200,726,1864,2168,689,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2159722,57.21597222,77454,6113,12.67037461,420,64659,65464,64908,147,316,201,826,1851,2046,669,46,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2166667,57.21666667,78312,6118,12.80026152,421,64662,65467,64908,131,284,226,772,1857,2109,687,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2173611,57.21736111,77709,6121,12.6954746,422,64662,65465,64910,163,315,209,800,1816,2109,655,41,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2180556,57.21805556,77834,6119,12.7200523,421,64662,65464,64908,156,326,212,741,1899,2059,662,53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.21875,57.21875,78703,6109,12.88312326,421,64659,65467,64908,136,301,195,761,1853,2137,663,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2194444,57.21944444,77475,6112,12.67588351,421,64662,65467,64908,153,277,211,788,1821,2161,657,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2201389,57.22013889,77444,6110,12.67495908,421,64660,65465,64910,155,252,242,819,1775,2150,676,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2208333,57.22083333,79629,6114,13.02404318,421,64662,65465,64910,143,267,213,784,1805,2147,694,51,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2215278,57.22152778,78994,6120,12.90751634,421,64660,65464,64908,169,282,208,758,1870,2073,706,39,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2222222,57.22222222,78840,6124,12.8739386,421,64660,65467,64910,139,290,221,771,1808,2181,656,45,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2229167,57.22291667,80741,6122,13.18866384,421,64657,65464,64904,155,253,216,764,1755,2195,724,49,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2236111,57.22361111,77548,6122,12.66710225,421,64659,65468,64904,145,308,216,782,1828,2143,650,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2243056,57.22430556,76663,6118,12.530729,421,64662,65467,64903,158,345,217,799,1808,2079,664,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.225,57.225,79598,6118,13.01046093,421,64662,65464,64903,155,298,240,779,1745,2119,722,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2256944,57.22569444,77338,6115,12.64726083,421,64660,65464,64910,148,304,207,761,1789,2196,666,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2263889,57.22638889,79312,6109,12.98281224,421,64663,65465,64903,126,286,193,726,1871,2122,734,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2270833,57.22708333,77642,6119,12.68867462,421,64663,65464,64908,159,304,205,810,1795,2138,653,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2277778,57.22777778,78737,6124,12.85711953,420,64659,65464,64905,164,279,207,767,1838,2117,701,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2284722,57.22847222,77850,6123,12.71435571,421,64659,65465,64903,153,298,238,745,1840,2143,648,50,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2291667,57.22916667,78524,6117,12.83701161,421,64659,65464,64907,128,292,220,762,1835,2148,679,46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2298611,57.22986111,77190,6116,12.62099411,421,64659,65464,64908,146,294,210,799,1818,2157,645,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2305556,57.23055556,77261,6114,12.63673536,421,64662,65465,64904,133,295,233,771,1865,2132,632,43,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.23125,57.23125,78787,6118,12.87790127,421,64659,65464,64905,132,287,210,812,1834,2086,703,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2319444,57.23194444,78039,6106,12.7807075,421,64662,65468,64903,144,301,211,797,1748,2171,682,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2326389,57.23263889,78804,6107,12.90388079,421,64659,65465,64908,137,300,226,795,1809,2081,701,45,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2333333,57.23333333,76279,6104,12.49655963,421,64657,65465,64905,135,343,204,820,1819,2098,640,37,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2340278,57.23402778,78816,6108,12.90373281,420,64661,65464,64908,150,304,196,766,1860,2083,687,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2347222,57.23472222,78579,6104,12.87336173,421,64663,65467,64904,159,273,205,786,1870,2057,692,52,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2354167,57.23541667,78182,6110,12.79574468,421,64659,65464,64908,164,278,232,780,1860,2033,701,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2361111,57.23611111,78117,6108,12.78929273,421,64659,65470,64905,134,329,184,801,1819,2107,681,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2368056,57.23680556,78469,6116,12.83011772,421,64659,65464,64910,172,285,228,798,1779,2093,708,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2375,57.2375,77637,6114,12.69823356,421,64659,65464,64908,158,289,200,799,1825,2099,697,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2381944,57.23819444,79682,6113,13.03484378,421,64659,65464,64908,147,310,208,807,1806,2094,660,60,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2388889,57.23888889,74458,6115,12.17628782,421,64660,65464,64904,168,308,243,828,1842,2090,589,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2395833,57.23958333,77350,6113,12.65336169,421,64660,65464,64908,168,328,205,781,1802,2106,669,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2402778,57.24027778,77960,6118,12.74272638,420,64659,65464,64910,144,306,221,789,1827,2093,685,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2409722,57.24097222,80262,6111,13.13402062,421,64662,65464,64908,159,314,206,792,1780,2065,721,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2416667,57.24166667,78083,6106,12.78791353,421,64657,65468,64908,173,283,220,834,1745,2138,652,46,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2423611,57.24236111,80419,6114,13.15325483,421,64661,65468,64908,158,331,226,747,1761,2090,734,48,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2430556,57.24305556,75143,6106,12.30641991,421,64662,65464,64906,137,313,211,840,1873,2028,670,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.24375,57.24375,76176,6109,12.46947127,421,64662,65464,64911,165,304,204,804,1855,2060,680,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2444444,57.24444444,79465,6112,13.00147251,420,64659,65467,64911,155,287,199,761,1803,2166,683,45,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2451389,57.24513889,79490,6116,12.9970569,420,64659,65465,64905,144,316,187,792,1878,2024,712,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2458333,57.24583333,75355,6103,12.34720629,419,64662,65467,64908,161,331,236,796,1813,2112,605,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2465278,57.24652778,77625,6102,12.72123894,421,64657,65465,64908,140,315,219,788,1825,2049,721,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2472222,57.24722222,77271,6108,12.65078585,421,64664,65468,64908,150,309,229,730,1820,2153,676,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2479167,57.24791667,77289,6122,12.62479582,421,64659,65468,64904,163,285,226,782,1856,2079,687,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2486111,57.24861111,77651,6116,12.69637018,421,64660,65465,64908,150,305,227,853,1769,2096,654,52,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2493056,57.24930556,76857,6119,12.56038568,421,64664,65465,64910,169,301,192,841,1837,2048,680,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.25,57.25,76942,6118,12.57633213,421,64659,65464,64903,134,316,231,773,1794,2206,612,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2506944,57.25069444,76617,6113,12.5334533,421,64659,65468,64908,149,319,213,844,1818,2066,646,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2513889,57.25138889,77906,6110,12.75057283,421,64664,65464,64903,148,334,224,769,1820,2074,684,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2520833,57.25208333,76543,6105,12.53775594,420,64663,65464,64904,140,289,221,785,1844,2132,658,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2527778,57.25277778,76938,6105,12.602457,421,64659,65468,64910,166,292,197,767,1844,2132,662,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2534722,57.25347222,77346,6119,12.6403007,421,64659,65467,64908,149,344,213,780,1842,2066,680,31,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2541667,57.25416667,77992,6120,12.74379085,421,64664,65465,64907,149,286,191,841,1813,2074,719,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2548611,57.25486111,77907,6118,12.73406342,420,64659,65464,64911,168,279,224,747,1846,2148,647,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2555556,57.25555556,77649,6121,12.68567228,420,64657,65468,64908,160,275,219,798,1854,2082,676,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.25625,57.25625,75523,6119,12.34237621,421,64659,65468,64907,181,333,229,771,1850,2047,673,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2569444,57.25694444,78429,6115,12.82567457,421,64660,65467,64905,137,331,227,815,1796,2031,720,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2576389,57.25763889,77099,6107,12.62469298,420,64659,65464,64908,143,293,205,789,1861,2093,679,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2583333,57.25833333,76101,6114,12.44700687,419,64659,65470,64905,149,317,210,791,1869,2082,656,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2590278,57.25902778,77067,6116,12.60088293,421,64663,65468,64908,160,307,194,815,1871,2054,650,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2597222,57.25972222,76835,6098,12.6000328,421,64659,65465,64908,132,303,226,812,1830,2077,668,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2604167,57.26041667,75911,6101,12.44238649,420,64659,65464,64908,154,319,220,810,1799,2093,669,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2611111,57.26111111,77661,6103,12.72505325,421,64659,65467,64904,156,303,221,785,1818,2062,710,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2618056,57.26180556,77535,6108,12.69400786,421,64662,65465,64907,152,295,218,803,1883,2020,685,43,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
