tDays,Actual day,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29,comportamiento
42.48369213,43.48369213,411070,35232,11.66751817,681,422,64803,64952,876,2166,2350,5003,10242,11111,3214,214,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.4878588,43.4878588,346568,29370,11.8000681,681,419,64799,64958,692,1892,1948,4219,8458,9171,2704,231,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.49972222,43.49972222,418193,35250,11.86363121,686,419,64803,64952,801,2075,2159,5052,10407,11335,3096,246,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.50388889,43.50388889,420834,35253,11.93753723,690,423,64799,64952,813,2158,2150,4876,10385,11337,3193,263,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.50805556,43.50805556,421632,35252,11.96051288,690,417,64799,64960,872,2146,2045,4955,10213,11343,3363,255,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.51222222,43.51222222,416304,35253,11.80903753,690,415,64800,64958,794,2118,2163,4909,10346,11490,3151,224,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.51638889,43.51638889,421394,35254,11.95308334,693,417,64800,64959,848,2088,2123,4873,10250,11522,3240,241,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.52055556,43.52055556,419512,35259,11.89801186,692,417,64804,64955,769,2026,2237,4963,10411,11397,3131,249,63,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.52472222,43.52472222,424010,35286,12.01638043,693,423,64801,64956,797,2080,2125,4904,10320,11429,3295,259,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.52888889,43.52888889,413186,35284,11.71029362,693,419,64798,64960,847,2080,2141,5056,10547,11163,3171,228,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.53305556,43.53305556,415990,35266,11.79578064,695,419,64800,64956,811,2170,2120,5055,10516,11155,3121,240,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.53722222,43.53722222,417161,35283,11.823286,695,419,64799,64956,774,2109,2080,5147,10426,11261,3170,259,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.54138889,43.54138889,420361,35248,11.92581139,695,416,64801,64958,812,2083,1999,4968,10523,11287,3241,281,48,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.54555556,43.54555556,416162,35291,11.79229832,698,423,64806,64963,817,2106,2016,5100,10569,11175,3196,255,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.54972222,43.54972222,421888,35291,11.95454932,698,420,64803,64956,794,2070,1931,5027,10633,11326,3183,251,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.55388889,43.55388889,418189,35307,11.84436514,698,423,64807,64952,827,2011,2031,5177,10672,11111,3142,263,61,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.55805556,43.55805556,416275,35305,11.79082283,699,422,64801,64952,863,2061,2139,5084,10552,11118,3160,259,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.56222222,43.56222222,421191,35309,11.92871506,701,422,64807,64952,807,2041,2111,5018,10711,11047,3218,278,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.56638889,43.56638889,421978,35310,11.95066553,702,419,64799,64960,778,2068,1947,5096,10530,11304,3255,276,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.57055556,43.57055556,416789,35297,11.80805734,704,428,64800,64956,822,2127,1989,5109,10607,11137,3191,252,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.57472222,43.57472222,420822,35308,11.91860202,704,422,64803,64952,803,2060,1975,5019,10608,11283,3234,264,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.57888889,43.57888889,418920,35298,11.86809451,699,416,64800,64961,834,2052,2000,4993,10840,11086,3153,266,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.58305556,43.58305556,419065,35315,11.86648733,704,419,64799,64960,831,2065,1870,5163,10752,11126,3192,237,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.58722222,43.58722222,419784,35314,11.88718355,704,422,64801,64956,871,2038,1859,5141,10689,11197,3201,244,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.59138889,43.59138889,419045,35316,11.865585,704,415,64800,64959,894,2045,1936,5128,10865,10868,3239,272,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.59555556,43.59555556,417032,35331,11.80357193,707,422,64800,64961,861,2000,1860,5146,10737,11256,3158,266,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.59972222,43.59972222,416477,35332,11.78752972,704,419,64799,64960,844,2043,1949,5170,10924,10886,3201,250,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.60388889,43.60388889,420876,35332,11.91203442,704,423,64801,64952,789,2002,1855,5265,10811,11116,3141,277,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.60805556,43.60805556,413161,35337,11.69202253,704,419,64799,64960,879,2105,1740,5280,11089,10769,3152,276,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.61222222,43.61222222,418026,35348,11.82601562,704,424,64801,64952,803,2010,1764,5350,10954,11006,3138,255,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.61638889,43.61638889,415458,35323,11.76168502,705,419,64803,64953,813,2064,1845,5256,10941,10964,3131,241,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.62055556,43.62055556,413498,35333,11.70288399,710,422,64803,64952,885,2002,1860,5294,10985,10924,3057,266,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.62472222,43.62472222,408267,35333,11.55483542,707,419,64801,64956,902,2065,1871,5337,11039,10822,2991,248,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.62888889,43.62888889,415037,35334,11.74610856,708,419,64799,64959,852,1975,1783,5298,11052,10965,3099,247,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.63305556,43.63305556,414788,35346,11.7350761,707,419,64815,64958,866,2032,1776,5427,10931,10959,3015,271,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.63722222,43.63722222,412927,35332,11.68705423,707,423,64801,64956,834,2063,1800,5374,11079,10819,3030,263,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.64138889,43.64138889,411430,35332,11.64468471,710,419,64807,64952,809,2018,1812,5375,11120,10820,3065,261,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.64555556,43.64555556,412979,35342,11.68521872,710,417,64799,64960,849,2035,1754,5421,11129,10773,3042,276,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.64972222,43.64972222,409333,35352,11.57877914,710,415,64800,64960,900,2077,1826,5305,11110,10820,3004,259,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.65388889,43.65388889,403943,35351,11.42663574,707,419,64814,64953,885,2065,1775,5550,11190,10729,2880,218,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.65805556,43.65805556,413236,35336,11.69447589,710,419,64803,64960,823,2082,1765,5364,11141,10757,3082,251,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.66222222,43.66222222,408572,35346,11.55921462,710,417,64801,64956,888,2120,1760,5435,11121,10750,2957,248,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.66638889,43.66638889,407545,35339,11.53244291,710,422,64803,64958,918,2027,1825,5361,11099,10867,2932,256,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.67055556,43.67055556,415664,35327,11.7661845,707,419,64800,64956,782,2018,1759,5192,11034,11132,3095,266,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.67472222,43.67472222,415345,35337,11.75382743,708,423,64799,64960,849,1989,1792,5097,11205,11048,3017,283,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.67888889,43.67888889,418161,35329,11.83619689,704,423,64799,64952,831,1969,1782,5229,10996,11052,3172,223,63,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.68305556,43.68305556,420396,35339,11.89609214,707,423,64803,64955,811,2014,1735,5274,10945,11053,3154,281,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.68722222,43.68722222,416965,35357,11.79299714,707,419,64801,64956,789,1989,1792,5172,11138,11082,3072,252,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.69138889,43.69138889,418720,35332,11.85101325,707,419,64800,64953,835,2000,1754,5279,10922,10981,3226,271,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.69555556,43.69555556,417629,35318,11.82482021,705,422,64799,64960,787,1963,1729,5236,10926,11273,3087,268,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.69972222,43.69972222,413345,35322,11.70219693,705,423,64800,64953,813,1955,1777,5321,11037,11093,3016,253,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.70388889,43.70388889,415508,35335,11.7591057,704,419,64803,64952,825,1990,1717,5155,11193,11011,3153,241,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.70805556,43.70805556,410850,35337,11.62662365,704,415,64799,64956,857,2040,1719,5395,11128,10925,2981,222,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.71222222,43.71222222,413974,35333,11.71635581,704,423,64799,64960,821,1974,1814,5169,11248,10889,3111,248,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.71638889,43.71638889,412620,35330,11.67902632,704,417,64800,64958,845,2008,1754,5346,10957,11043,3085,240,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.72055556,43.72055556,420392,35288,11.91317162,704,422,64803,64953,862,1972,1812,5131,11036,10922,3189,284,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.72472222,43.72472222,416008,35315,11.77992355,702,420,64806,64956,784,2006,1819,5367,10982,10989,3031,263,59,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.72888889,43.72888889,412922,35323,11.68989044,702,423,64803,64959,842,2014,1794,5404,11129,10832,2977,255,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.73305556,43.73305556,411690,35322,11.65534228,702,423,64801,64958,840,1986,1782,5435,11092,10867,2968,297,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.73722222,43.73722222,415368,35298,11.76746558,702,419,64801,64956,759,1988,1802,5352,10984,11001,3102,252,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.74138889,43.74138889,405344,35312,11.47893068,701,419,64803,64958,827,2030,1883,5347,11122,10924,2891,242,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.74555556,43.74555556,410098,35317,11.61191494,701,419,64799,64953,837,2022,1836,5419,11143,10791,2951,248,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.74972222,43.74972222,407022,35297,11.53134827,699,417,64803,64956,885,2140,1793,5446,10919,10868,2934,255,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.75388889,43.75388889,413110,35289,11.70648077,702,419,64803,64960,805,2090,1828,5429,10868,10901,3038,263,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.75805556,43.75805556,407284,35297,11.538771,699,420,64799,64955,802,2052,1870,5525,10828,10974,2958,236,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.76222222,43.76222222,410321,35286,11.62843621,699,422,64803,64956,876,2093,1876,5263,10926,10989,2942,249,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.76638889,43.76638889,414234,35310,11.73135089,701,419,64799,64959,821,1970,1884,5340,10992,10980,2996,254,57,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.77055556,43.77055556,408774,35300,11.58,699,420,64801,64958,823,2028,1851,5365,11212,10749,2961,245,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.77472222,43.77472222,411552,35310,11.65539507,699,416,64802,64958,783,2048,1812,5432,10961,10987,2985,239,51,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.77888889,43.77888889,415098,35303,11.75815087,699,419,64807,64960,845,2000,1813,5512,10852,10908,3014,287,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.78305556,43.78305556,414271,35308,11.73306333,698,419,64806,64955,846,2007,1890,5349,10852,11029,3001,262,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.78722222,43.78722222,410926,35290,11.64426183,699,420,64796,64963,874,2034,1860,5339,10959,10881,3018,270,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.79138889,43.79138889,408651,35303,11.57553182,699,428,64803,64958,809,1997,1873,5343,11104,10918,2962,239,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.79555556,43.79555556,410497,35291,11.63177581,699,419,64799,64956,827,1979,1891,5516,10960,10907,2863,263,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.79972222,43.79972222,413994,35289,11.73153107,699,419,64799,64961,848,2124,1823,5214,10965,10932,3044,267,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.80388889,43.80388889,415563,35298,11.77298997,696,419,64800,64959,807,2011,1830,5423,10893,10992,2986,283,58,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.80805556,43.80805556,413716,35283,11.72564691,693,419,64800,64959,820,1978,1837,5404,11050,10854,2997,275,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.81222222,43.81222222,414210,35283,11.73964799,693,422,64801,64956,846,1992,1781,5382,10917,10935,3095,277,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.81638889,43.81638889,411150,35281,11.65358125,693,422,64799,64959,806,2080,1865,5315,10932,10955,3026,241,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.82055556,43.82055556,411986,35258,11.68489421,693,416,64803,64952,778,1976,1867,5407,10999,10837,3076,264,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.82472222,43.82472222,408502,35294,11.57426191,693,419,64799,64960,888,1982,1910,5349,11029,10903,2921,251,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.82888889,43.82888889,407847,35283,11.55930618,693,419,64803,64952,848,2071,1836,5622,10746,10871,2959,273,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.83305556,43.83305556,410202,35241,11.63990806,690,423,64801,64956,842,2072,1859,5435,10904,10803,2989,265,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.83722222,43.83722222,412494,35246,11.70328548,690,420,64801,64952,823,2038,1906,5413,10672,11016,3065,253,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.84138889,43.84138889,406850,35247,11.54282634,690,419,64800,64959,806,2108,1963,5492,10746,11007,2799,243,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.84555556,43.84555556,407184,35261,11.54771561,692,422,64803,64956,811,2056,2020,5544,10650,10961,2896,267,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.84972222,43.84972222,408081,35241,11.57972248,689,417,64800,64958,855,2103,1979,5513,10720,10798,2941,249,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.85388889,43.85388889,407251,35249,11.55354762,690,422,64800,64953,850,2059,1960,5524,10745,10858,2928,263,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.85805556,43.85805556,404886,35260,11.48287011,690,415,64800,64959,849,2100,1973,5468,10905,10770,2893,234,59,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.86222222,43.86222222,408662,35229,11.60015896,689,422,64804,64952,863,2100,1865,5494,10753,10873,2951,263,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.86638889,43.86638889,405783,35241,11.51451434,686,423,64798,64961,798,2063,1914,5575,10935,10742,2909,243,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.87055556,43.87055556,406325,35233,11.53251213,686,420,64801,64955,840,2053,1948,5442,10972,10749,2922,240,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.87472222,43.87472222,408238,35230,11.58779449,681,424,64801,64952,861,2050,1928,5435,10782,10820,3058,241,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.87888889,43.87888889,406640,35232,11.5417802,684,422,64801,64952,832,2128,1986,5473,10845,10653,2975,278,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.88305556,43.88305556,401797,35230,11.40496736,681,423,64801,64958,893,2111,1969,5431,10839,10793,2900,257,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.88722222,43.88722222,404398,35225,11.48042583,681,417,64803,64956,870,2180,1983,5645,10577,10715,2924,269,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.89138889,43.89138889,402743,35194,11.4435131,681,423,64796,64967,844,2135,1996,5522,10722,10779,2894,248,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.89555556,43.89555556,402934,35209,11.4440626,681,419,64801,64960,870,2260,2041,5628,10534,10643,2897,273,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.89972222,43.89972222,400999,35207,11.38975204,681,423,64798,64963,809,2223,2010,5739,10593,10713,2782,280,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.90388889,43.90388889,398750,35257,11.30981082,681,420,64803,64950,883,2188,2147,5691,10556,10640,2866,237,40,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.90805556,43.90805556,396918,35227,11.26743691,680,419,64799,64960,861,2204,2023,5723,10680,10544,2917,235,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.91222222,43.91222222,405509,35214,11.51556199,680,423,64801,64955,902,2225,2092,5569,10471,10604,3010,269,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.91638889,43.91638889,392001,35194,11.13829062,681,419,64799,64960,929,2231,2087,5675,10582,10658,2786,204,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.92055556,43.92055556,396715,35183,11.27575818,678,423,64799,64959,909,2185,2053,5800,10501,10709,2720,246,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.92472222,43.92472222,393862,35207,11.18703667,680,420,64806,64955,887,2202,2196,5767,10513,10556,2817,217,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.92888889,43.92888889,396995,35174,11.28660374,677,423,64799,64954,882,2397,2217,5619,10455,10441,2854,241,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.93305556,43.93305556,397636,35196,11.29776111,680,422,64800,64959,925,2256,2232,5599,10535,10475,2857,258,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.93722222,43.93722222,395252,35197,11.22970708,678,419,64799,64955,907,2228,2198,5695,10643,10442,2777,241,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.94138889,43.94138889,400533,35192,11.38136508,680,419,64807,64956,910,2255,2179,5608,10342,10721,2867,244,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.94555556,43.94555556,394524,35200,11.20806818,675,422,64799,64959,889,2386,2293,5684,10474,10428,2730,241,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.94972222,43.94972222,397532,35180,11.29994315,678,422,64799,64958,991,2330,2165,5606,10454,10469,2830,270,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.95388889,43.95388889,393386,35184,11.18082083,677,425,64799,64952,913,2382,2312,5651,10360,10510,2781,209,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.95805556,43.95805556,395865,35176,11.25383784,677,419,64800,64960,935,2339,2215,5768,10321,10488,2790,252,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.96222222,43.96222222,395236,35188,11.23212459,674,420,64799,64956,926,2346,2211,5809,10442,10354,2740,291,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.96638889,43.96638889,393673,35171,11.19311364,674,419,64799,64960,916,2345,2264,5814,10379,10370,2747,265,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.97055556,43.97055556,396397,35184,11.2663995,675,423,64801,64948,954,2359,2207,5720,10411,10392,2788,291,53,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.97472222,43.97472222,392927,35185,11.16745772,675,423,64806,64953,922,2315,2192,5759,10523,10462,2710,237,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.97888889,43.97888889,402050,35174,11.43031785,675,420,64806,64959,913,2286,2140,5659,10410,10576,2829,278,72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.98305556,43.98305556,396580,35174,11.27480525,674,423,64803,64951,884,2396,2232,5638,10388,10410,2926,245,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.98722222,43.98722222,395036,35176,11.23027064,671,423,64799,64956,911,2330,2239,5725,10430,10468,2767,230,65,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.99138889,43.99138889,399554,35187,11.35515958,672,423,64803,64947,876,2244,2255,5676,10280,10717,2833,230,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.99555556,43.99555556,402478,35175,11.44216063,671,422,64801,64952,873,2264,2247,5526,10232,10807,2922,232,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.99972222,43.99972222,401799,35177,11.42220769,674,423,64800,64959,950,2285,2141,5548,10436,10577,2924,240,63,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.00388889,44.00388889,403095,35163,11.46361232,672,419,64803,64951,938,2217,2199,5416,10498,10623,2953,250,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.00805556,44.00805556,398904,35155,11.34700612,669,419,64798,64963,921,2274,2245,5503,10500,10515,2886,239,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.01222222,44.01222222,396252,35184,11.26227831,669,423,64803,64951,921,2354,2291,5691,10277,10417,2917,262,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.01638889,44.01638889,404407,35184,11.4940598,668,420,64799,64959,944,2295,2296,5564,10332,10360,3014,305,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.02055556,44.02055556,408949,35162,11.63042489,674,417,64806,64958,899,2289,2218,5442,10261,10612,3072,289,68,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.02472222,44.02472222,407845,35162,11.59902736,669,423,64801,64958,839,2251,2249,5380,10245,10717,3178,240,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.02888889,44.02888889,402579,35158,11.45056602,668,423,64802,64956,847,2301,2221,5415,10328,10786,2968,229,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.03305556,44.03305556,397376,35155,11.30354146,668,422,64799,64959,939,2380,2286,5628,10203,10509,2880,266,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.03722222,44.03722222,398153,35154,11.32596575,666,420,64799,64960,896,2405,2276,5669,10191,10473,2918,263,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.04138889,44.04138889,402238,35146,11.44477323,662,422,64803,64956,922,2358,2292,5572,10274,10492,2882,270,65,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.04555556,44.04555556,404588,35138,11.51425807,662,422,64800,64959,903,2248,2224,5657,10160,10608,2995,266,65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.04972222,44.04972222,403468,35118,11.48892306,659,423,64806,64952,919,2326,2283,5458,10159,10674,2938,290,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
