tDays,Actual day,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29,comportamiento
34.51862269,35.51862269,321767,35951,8.950154377,848,478,64791,65003,1500,3979,4054,6812,9694,7765,1896,208,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.51931713,35.51931713,317908,35955,8.841830065,849,479,64793,65001,1593,3918,3985,7061,9648,7565,1966,192,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52001157,35.52001157,313947,35988,8.723657886,854,473,64792,65006,1576,4137,3975,7165,9704,7355,1814,226,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52070602,35.52070602,317983,35965,8.841456972,851,478,64796,65004,1650,4009,3781,7209,9607,7491,1991,198,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52140046,35.52140046,318574,35986,8.852720502,851,480,64791,65004,1604,4066,3904,7279,9546,7346,1991,206,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52209491,35.52209491,316107,35984,8.784654291,849,480,64792,65004,1589,4121,3829,7286,9680,7361,1869,199,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52278935,35.52278935,313358,35986,8.707775246,854,478,64792,65004,1641,4142,3794,7415,9732,7092,1916,222,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5234838,35.5234838,305555,35996,8.488582065,854,475,64793,65004,1755,4317,3849,7555,9511,6922,1872,177,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52417824,35.52417824,305767,35987,8.496595993,855,478,64796,65004,1680,4205,3817,7682,9532,7024,1826,196,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52487269,35.52487269,303760,35992,8.439653256,858,480,64792,65004,1797,4192,3774,7787,9585,6830,1799,189,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52556713,35.52556713,307111,35982,8.535128675,860,478,64796,65004,1656,4259,3656,7931,9579,6769,1865,238,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52626157,35.52626157,307167,35976,8.538108739,860,479,64792,65003,1610,4131,3508,8013,9822,6879,1762,216,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52695602,35.52695602,307270,36007,8.533618463,860,479,64793,65000,1702,4178,3504,8083,9869,6614,1776,228,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52765046,35.52765046,300357,35995,8.344408946,860,478,64792,65001,1696,4233,3742,8190,9603,6563,1704,235,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52834491,35.52834491,302305,35996,8.398294255,860,480,64795,65003,1747,4231,3649,7982,9778,6617,1748,202,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.52903935,35.52903935,304153,35994,8.450102795,860,473,64791,65004,1755,4201,3492,8174,9716,6617,1762,243,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5297338,35.5297338,305846,36013,8.49265543,858,480,64793,65004,1797,4174,3500,8156,9836,6480,1766,258,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53042824,35.53042824,299626,35996,8.323869319,860,476,64792,65006,1775,4308,3411,8342,9771,6442,1691,213,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53112269,35.53112269,303032,35995,8.418724823,860,479,64792,65004,1834,4230,3575,8271,9533,6536,1745,220,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53181713,35.53181713,297515,36046,8.253759086,860,476,64796,65009,1727,4279,3480,8737,9594,6349,1625,198,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53251157,35.53251157,293057,36081,8.122197278,860,478,64795,65006,1704,4235,3525,9197,9621,5943,1587,212,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53320602,35.53320602,296980,36055,8.236860352,860,480,64792,64999,1718,4218,3431,8853,9653,6287,1623,232,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53390046,35.53390046,289670,36071,8.030550858,860,478,64792,65007,1754,4278,3432,9018,9699,6076,1582,202,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53459491,35.53459491,287047,36060,7.960260677,854,479,64791,65008,1792,4349,3553,9140,9571,5910,1498,204,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53528935,35.53528935,289587,36046,8.033817899,854,480,64792,65003,1831,4335,3498,9020,9470,6059,1609,189,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5359838,35.5359838,292415,36047,8.112048159,858,478,64792,65004,1810,4319,3556,8864,9539,6070,1635,213,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53667824,35.53667824,291094,36049,8.074953535,855,480,64792,65003,1800,4328,3527,8924,9488,6133,1597,221,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53737269,35.53737269,288575,36035,8.008186485,854,480,64796,65004,1878,4329,3371,8934,9609,6098,1588,202,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53806713,35.53806713,292900,36023,8.130916359,852,480,64790,65007,1791,4294,3499,8748,9703,6072,1669,216,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53876157,35.53876157,288910,36026,8.019485927,852,478,64792,65004,1866,4504,3563,8822,9443,6001,1573,210,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53945602,35.53945602,287248,36024,7.973795248,851,480,64793,65008,1871,4320,3668,8968,9395,6047,1501,211,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54015046,35.54015046,279884,36014,7.771533293,848,479,64792,65004,1926,4602,3587,9153,9271,5699,1551,196,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54084491,35.54084491,279296,36009,7.756283151,848,476,64793,65004,1981,4706,3563,9138,9190,5657,1526,220,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54153935,35.54153935,278126,35978,7.730446384,848,480,64792,65002,2075,4676,3795,9003,8971,5714,1493,215,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5422338,35.5422338,279318,35962,7.767031867,843,478,64792,65006,2172,4904,3579,8888,8973,5639,1572,187,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54292824,35.54292824,279672,35951,7.779255097,837,476,64793,65004,2167,4678,3881,8794,9009,5561,1589,237,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54362269,35.54362269,274182,35943,7.628244721,837,478,64792,65004,2246,4872,3783,8944,8778,5614,1472,184,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54431713,35.54431713,275514,35941,7.665729946,834,478,64792,64999,2121,4890,3902,8833,8920,5450,1590,198,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54501157,35.54501157,278553,35944,7.749638326,833,481,64798,65000,2188,4839,3917,8972,8879,5303,1550,229,57,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54570602,35.54570602,272213,35909,7.580634381,836,478,64795,65004,2203,4895,3917,8665,8983,5548,1472,191,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54640046,35.54640046,267851,35890,7.463109501,828,476,64793,64999,2289,4829,3883,8952,8925,5327,1473,185,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54709491,35.54709491,269281,35879,7.50525377,824,480,64796,65002,2357,5005,3880,8733,8844,5355,1476,192,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54778935,35.54778935,275498,35888,7.676604993,819,480,64791,65006,2252,5036,3933,8611,8817,5409,1565,212,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5484838,35.5484838,268560,35867,7.487662754,819,479,64792,65006,2476,5094,3973,8582,8657,5354,1489,209,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54917824,35.54917824,269788,35861,7.523158863,812,476,64793,65004,2449,5044,3934,8581,8787,5300,1522,207,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.54987269,35.54987269,269802,35834,7.529218061,812,479,64791,65006,2529,5184,3923,8363,8685,5399,1492,220,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55056713,35.55056713,268194,35821,7.487060663,810,480,64793,65006,2474,5246,4026,8198,8645,5491,1508,207,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55126157,35.55126157,262275,35822,7.321618,804,480,64792,65006,2576,5323,4030,8319,8754,5155,1438,195,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55195602,35.55195602,269447,35800,7.526452514,804,483,64792,65001,2526,5287,4032,8008,8702,5487,1541,175,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55265046,35.55265046,265518,35787,7.419398105,800,484,64793,65006,2491,5160,4141,8241,8845,5188,1508,175,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55334491,35.55334491,266078,35766,7.439411732,791,480,64792,65006,2142,4988,4059,9035,8742,5129,1434,196,34,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55403935,35.55403935,267153,35743,7.474274683,792,476,64792,65007,2123,4817,4094,9135,8741,5106,1506,188,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5547338,35.5547338,298807,35720,8.365257559,783,479,64791,65004,1492,4115,4154,8134,9321,6477,1764,230,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55542824,35.55542824,317851,35700,8.903389356,779,480,64792,65004,1272,3725,4141,7499,9561,7312,1934,204,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55612269,35.55612269,315038,35688,8.827561085,777,476,64792,65006,1304,3824,4183,7368,9524,7316,1886,261,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55681713,35.55681713,320992,35677,8.997169044,776,481,64795,65003,1310,3644,4396,7221,9331,7504,2005,225,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55751157,35.55751157,321050,35671,9.000308374,773,480,64799,65004,1197,3560,4233,7238,9617,7624,1948,224,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55820602,35.55820602,331418,35659,9.294091253,773,476,64792,65004,1166,3438,4160,6979,9660,7952,2020,237,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55890046,35.55890046,383915,35644,10.77081697,770,476,64792,65004,789,2397,3049,6097,10451,9884,2675,252,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.55959491,35.55959491,398528,35631,11.18486711,764,479,64792,65006,769,2256,2868,5944,10395,10109,2936,292,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56028935,35.56028935,398467,35614,11.18849329,762,478,64791,65003,1457,1457,2883,5961,10383,10249,2915,253,37,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5609838,35.5609838,395050,35609,11.09410542,758,478,64790,65001,734,2268,3007,5756,10236,10344,2974,263,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56167824,35.56167824,394887,35597,11.09326629,755,479,64792,65002,743,2259,3036,5781,10305,10246,2926,254,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56237269,35.56237269,408292,35582,11.47467821,753,476,64788,65004,720,2120,2704,5735,10170,10701,3106,268,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56306713,35.56306713,417726,35588,11.73783298,753,475,64790,65006,650,1978,2454,5516,10407,10887,3374,289,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56376157,35.56376157,414362,35555,11.65411335,752,476,64791,65006,672,2058,2528,5556,10200,10896,3352,259,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56445602,35.56445602,423353,35556,11.90665429,750,473,64792,64999,705,1907,2227,5384,10520,11020,3466,286,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56515046,35.56515046,433850,35542,12.20668505,750,479,64792,65003,608,1854,2090,5410,10350,11265,3605,308,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56584491,35.56584491,327368,35541,9.210995751,746,475,64792,64999,5336,5336,5336,5336,5336,5336,3203,235,59,16,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56653935,35.56653935,371317,35532,10.45021389,741,476,64790,65003,3339,3339,3339,3339,9727,9515,2630,229,53,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5672338,35.5672338,337924,35512,9.515769317,741,473,64792,64999,1058,3336,5074,5756,8711,9337,2017,184,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56792824,35.56792824,330954,35509,9.320284998,738,472,64799,65000,1133,3532,5171,5952,8515,9032,1956,166,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56862269,35.56862269,329645,35518,9.281068754,741,473,64792,64999,1152,3517,5250,5871,8676,8855,1979,177,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.56931713,35.56931713,320719,35504,9.033320189,741,470,64792,64995,1111,3737,5473,5995,8411,8729,1841,169,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57001157,35.57001157,321089,35511,9.04195883,741,475,64792,65000,1168,3681,5474,5845,8523,8795,1822,166,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57070602,35.57070602,317866,35493,8.955737751,740,472,64791,65001,1216,3878,5544,5879,8203,8816,1744,172,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57140046,35.57140046,318179,35499,8.963041212,740,476,64792,64999,1100,3849,5565,5994,8277,8721,1818,137,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57209491,35.57209491,319141,35513,8.986596458,741,472,64787,65008,1136,3905,5664,5933,8146,8694,1814,179,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57278935,35.57278935,312716,35499,8.809149554,738,472,64790,65001,1153,4080,5582,5984,8082,8671,1764,154,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5734838,35.5734838,320242,35503,9.020139143,740,472,64790,65001,1196,3818,5384,6090,8242,8764,1780,182,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57417824,35.57417824,321142,35494,9.047782724,731,472,64792,64999,1226,3842,5464,5819,8385,8695,1829,195,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57487269,35.57487269,320995,35468,9.050270667,740,473,64791,64999,1196,3825,5559,5893,8052,8933,1772,194,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57556713,35.57556713,321019,35485,9.046611244,734,472,64792,64999,1204,3905,5473,5916,8159,8783,1817,182,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57626157,35.57626157,318972,35493,8.986898825,731,472,64791,64999,1273,3934,5679,5796,7932,8901,1756,174,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57695602,35.57695602,319146,35488,8.993068079,734,474,64792,64999,1269,4006,5496,5901,7978,8843,1763,192,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57765046,35.57765046,323109,35475,9.10807611,729,472,64792,64998,1196,3897,5404,5879,8033,9027,1831,161,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57834491,35.57834491,319352,35464,9.004962779,728,471,64787,65001,1244,4018,5447,5758,8086,8963,1737,169,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.57903935,35.57903935,322529,35461,9.095315981,729,475,64792,64995,1225,3927,5365,5868,8102,8936,1826,168,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5797338,35.5797338,324339,35465,9.145326378,729,472,64791,64999,1180,3831,5344,5811,8258,8904,1915,184,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58042824,35.58042824,319959,35471,9.020298272,728,475,64791,64999,1234,3869,5479,5737,8043,9109,1823,153,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58112269,35.58112269,320331,35464,9.032568238,726,472,64792,64992,1282,3997,5381,5875,8189,8705,1807,174,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58181713,35.58181713,321908,35462,9.077547798,723,473,64792,65001,1236,3948,5390,5669,8185,9011,1811,168,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58251157,35.58251157,322242,35453,9.089273122,723,472,64792,65001,1275,3822,5424,5851,8153,8858,1849,178,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58320602,35.58320602,322370,35449,9.09390956,723,472,64792,64999,1229,3852,5185,5601,8534,9098,1741,171,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58390046,35.58390046,323580,35441,9.130103552,726,472,64792,65000,1206,3744,5202,5678,8502,9179,1721,172,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.58459491,35.58459491,327783,35456,9.244782265,723,472,64792,65003,1217,3663,5206,5689,8475,9123,1862,179,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
