tDays,Energy,Count,EnergyPerCountFiltered,Temp,X,Y,Z,BIN_0,BIN_1,BIN_2,BIN_3,BIN_4,BIN_5,BIN_6,BIN_7,BIN_8,BIN_9,BIN_10,BIN_11,BIN_12,BIN_13,BIN_14,BIN_15,BIN_16,BIN_17,BIN_18,BIN_19,BIN_20,BIN_21,BIN_22,BIN_23,BIN_24,BIN_25,BIN_26,BIN_27,BIN_28,BIN_29,comportamiento
39.7497453704,72052.0,6037.0,11.9350670863,741.0,342.0,963.0,647.0,305.0,504.0,402.0,694.0,1606.0,1835.0,579.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7504398148,72188.0,6036.0,11.9595758781,747.0,339.0,964.0,643.0,273.0,518.0,395.0,740.0,1526.0,1912.0,561.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7511342593,68759.0,6038.0,11.3877111626,743.0,343.0,963.0,643.0,286.0,565.0,423.0,757.0,1588.0,1816.0,503.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7518287037,71988.0,6035.0,11.9284175642,745.0,339.0,963.0,643.0,259.0,524.0,410.0,745.0,1530.0,1888.0,570.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7525231481,71693.0,6038.0,11.8736336535,745.0,339.0,963.0,639.0,257.0,563.0,393.0,760.0,1533.0,1852.0,570.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7532175926,72723.0,6035.0,12.0502071251,745.0,345.0,963.0,641.0,242.0,533.0,371.0,784.0,1545.0,1885.0,550.0,122.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.753912037,71294.0,6037.0,11.8095080338,745.0,343.0,963.0,636.0,270.0,514.0,460.0,737.0,1504.0,1898.0,546.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7546064815,69585.0,6036.0,11.5283300199,745.0,342.0,963.0,643.0,277.0,517.0,440.0,753.0,1567.0,1866.0,520.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7553009259,71825.0,6038.0,11.8954951971,741.0,343.0,963.0,639.0,251.0,531.0,419.0,742.0,1482.0,1963.0,547.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7559953704,71940.0,6034.0,11.9224395094,745.0,343.0,961.0,646.0,259.0,524.0,406.0,795.0,1500.0,1862.0,575.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7566898148,70545.0,6037.0,11.685439788,741.0,342.0,963.0,639.0,270.0,563.0,407.0,718.0,1599.0,1830.0,543.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7573842593,70667.0,6039.0,11.7017718165,743.0,342.0,966.0,639.0,298.0,585.0,413.0,704.0,1575.0,1795.0,557.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7580787037,71259.0,6037.0,11.8037104522,743.0,343.0,960.0,636.0,266.0,555.0,438.0,745.0,1504.0,1858.0,562.0,107.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7587731481,72109.0,6038.0,11.9425306393,741.0,348.0,961.0,639.0,231.0,545.0,404.0,777.0,1584.0,1832.0,536.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7594675926,72631.0,6035.0,12.0349627175,739.0,344.0,964.0,639.0,272.0,519.0,392.0,734.0,1545.0,1888.0,567.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.760162037,73501.0,6038.0,12.1730705532,750.0,343.0,963.0,643.0,262.0,511.0,413.0,751.0,1523.0,1849.0,608.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7608564815,71002.0,6035.0,11.7650372825,741.0,343.0,963.0,639.0,273.0,532.0,431.0,704.0,1625.0,1822.0,528.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7615509259,70775.0,6035.0,11.7274233637,743.0,345.0,963.0,643.0,261.0,543.0,402.0,755.0,1551.0,1895.0,520.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.7622453704,71911.0,6038.0,11.9097383239,739.0,344.0,966.0,639.0,254.0,493.0,439.0,713.0,1573.0,1912.0,546.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
